113,0,0:33:05,CLS
34,0,0:33:26,CLS
135,0,0:33:39,CLS
107,0,0:33:46,CLS
109,0,0:34:04,CLS
110,0,0:34:12,CLS
3,0,0:34:22,CLS
46,0,0:35:05,CLS
238,0,0:35:19,CLS
264,0,0:35:22,CLS
12,0,0:35:25,CLS
48,0,0:35:50,CLS
39,0,0:36:09,CLS
31,0,0:36:26,CLS
225,0,0:36:39,CLS
51,0,0:36:40,CLS
219,0,0:36:53,CLS
159,0,0:36:55,CLS
11,0,0:36:59,CLS
56,0,0:37:06,CLS
252,0,0:37:11,CLS
214,0,0:37:20,CLS
106,0,0:37:25,CLS
53,0,0:37:26,CLS
205,0,0:37:37,CLS
231,0,0:37:42,CLS
5,0,0:37:47,CLS
108,0,0:37:58,CLS
101,0,0:38:01,CLS
226,0,0:38:03,CLS
246,0,0:38:05,CLS
150,0,0:38:10,CLS
127,0,0:38:13,CLS
131,0,0:38:19,CLS
59,0,0:38:22,CLS
43,0,0:38:37,CLS
247,0,0:38:51,CLS
130,0,0:38:54,CLS
50,0,0:39:06,CLS
229,0,0:39:09,CLS
146,0,0:39:13,CLS
250,0,0:39:15,CLS
8,0,0:39:17,CLS
45,0,0:39:25,CLS
228,0,0:39:27,CLS
265,0,0:39:39,CLS
258,0,0:39:42,CLS
115,0,0:39:46,CLS
245,0,0:39:49,CLS
102,0,0:40:01,CLS
132,0,0:40:03,CLS
234,0,0:40:06,CLS
9,0,0:40:18,CLS
23,0,0:40:41,CLS
213,0,0:40:45,CLS
268,0,0:40:47,CLS
18,0,0:40:59,CLS
37,0,0:41:07,CLS
133,0,0:41:16,CLS
237,0,0:41:24,CLS
227,0,0:41:25,CLS
49,0,0:41:35,CLS
243,0,0:41:39,CLS
7,0,0:41:41,CLS
134,0,0:41:44,CLS
58,0,0:41:52,CLS
118,0,0:41:54,CLS
19,0,0:42:04,CLS
242,0,0:42:05,CLS
121,0,0:42:07,CLS
126,0,0:42:09,CLS
207,0,0:42:14,CLS
230,0,0:42:15,CLS
52,0,0:42:19,CLS
251,0,0:42:21,CLS
215,0,0:42:23,CLS
261,0,0:42:24,CLS
2,0,0:42:25,CLS
13,0,0:42:49,CLS
120,0,0:43:04,CLS
116,0,0:43:06,CLS
263,0,0:43:09,CLS
54,0,0:43:12,CLS
125,0,0:43:16,CLS
22,0,0:43:19,CLS
4,0,0:43:30,CLS
57,0,0:43:33,CLS
262,0,0:43:55,CLS
29,0,0:43:59,CLS
249,0,0:44:00,CLS
259,0,0:44:02,CLS
35,0,0:44:04,CLS
140,0,0:44:05,CLS
141,0,0:44:06,CLS
145,0,0:44:07,CLS
104,0,0:44:10,CLS
256,0,0:44:13,CLS
6,0,0:44:18,CLS
21,0,0:44:28,CLS
232,0,0:44:34,CLS
143,0,0:44:35,CLS
217,0,0:44:35,CLS
136,0,0:44:43,CLS
112,0,0:44:44,CLS
202,0,0:44:45,CLS
55,0,0:44:46,CLS
206,0,0:44:52,CLS
220,0,0:45:03,CLS
38,0,0:45:05,CLS
239,0,0:45:07,CLS
260,0,0:45:16,CLS
26,0,0:45:25,CLS
209,0,0:45:30,CLS
216,0,0:45:32,CLS
236,0,0:45:37,CLS
44,0,0:45:39,CLS
148,0,0:45:51,CLS
201,0,0:46:14,CLS
25,0,0:46:42,CLS
24,0,0:46:44,CLS
137,0,0:46:56,CLS
122,0,0:47:02,CLS
142,0,0:47:33,CLS
203,0,0:47:47,CLS
40,0,0:47:53,CLS
117,0,0:47:58,CLS
114,0,0:48:03,CLS
160,0,0:48:20,CLS
1,0,0:48:22,CLS
151,0,0:48:49,CLS
152,0,0:48:53,CLS
129,0,0:49:00,CLS
14,0,0:49:03,CLS
244,0,0:49:10,CLS
241,0,0:49:24,CLS
222,0,0:49:25,CLS
119,0,0:49:27,CLS
20,0,0:49:37,CLS
218,0,0:49:37,CLS
221,0,0:49:51,CLS
144,0,0:50:06,CLS
147,0,0:50:47,CLS
105,0,0:50:49,CLS
233,0,0:50:51,CLS
139,0,0:50:53,CLS
267,0,0:50:57,CLS
36,0,0:50:58,CLS
138,0,0:51:17,CLS
153,0,0:51:40,CLS
10,0,0:51:57,CLS
30,0,0:52:11,CLS
16,0,0:52:13,CLS
33,0,0:52:16,CLS
42,0,0:52:19,CLS
156,0,0:52:27,CLS
240,0,0:52:28,CLS
149,0,0:52:35,CLS
155,0,0:53:30,CLS
154,0,0:53:31,CLS
223,0,0:53:47,CLS
17,0,0:53:52,CLS
28,0,0:53:57,CLS
41,0,0:53:58,CLS
210,0,0:54:29,CLS
98,0,0:54:30,CLS
124,0,0:54:36,CLS
15,0,0:54:45,CLS
211,0,0:54:45,CLS
32,0,0:54:46,CLS
212,0,0:55:55,CLS
257,0,0:56:28,CLS
204,0,0:56:43,CLS
47,0,0:57:30,CLS
128,0,0:57:39,CLS
158,0,0:57:42,CLS
123,0,0:59:26,CLS
224,0,0:59:35,CLS
27,0,0:59:37,CLS
266,0,1:00:09,CLS
235,0,1:00:10,CLS
248,0,1:03:19,CLS
157,0,1:10:13,CLS
60,0,1:26:21,CLS
61,0,1:26:23,CLS
208,0,0:00:00,DNF
253,0,0:00:00,DNF
255,0,0:00:00,DNS
